'(32, 39, [25], 2)' 2
'(0, 25, [41], 1)' 1
'(15, 4, [20], 2)' 2
'(9, 22, [29], 2)' 2
'(40, 5, [0], 2)' 2
'(28, 9, [43], 2)' 2
'(37, 38, [15], 2)' 1
'(24, 27, [14], 1)' 1
'(18, 25, [32], 1)' 1
'(6, 24, [40], 2)' 2
'(17, 23, [11], 1)' 1
'(23, 29, [8], 1)' 1
'(4, 8, [15], 1)' 1
'(4, 3, [27], 2)' 1
'(9, 18, [33], 1)' 1
'(2, 14, [26], 1)' 1
'(0, 28, [38], 1)' 1
'(28, 38, [3], 2)' 2
'(6, 37, [5], 2)' 2
'(15, 33, [0], 1)' 1
'(32, 17, [39], 2)' 2
'(29, 1, [36], 2)' 2
'(24, 6, [42], 2)' 2
'(19, 6, [41], 2)' 2
'(28, 18, [12], 2)' 2
'(29, 31, [9], 2)' 2
'(4, 28, [40], 1)' 1
'(25, 22, [35], 2)' 2
'(19, 40, [1], 1)' 1
'(42, 31, [16], 2)' 2
'(36, 33, [42], 2)' 2
'(24, 10, [4], 2)' 2
'(17, 15, [13], 2)' 2
'(1, 17, [36], 2)' 2
'(19, 42, [43], 1)' 1
'(31, 29, [24], 2)' 2
'(13, 18, [29], 2)' 2
'(18, 25, [0], 2)' 2
'(14, 9, [43], 2)' 2
'(29, 43, [14], 2)' 2
'(11, 12, [34], 1)' 1
'(17, 25, [36], 1)' 1
'(26, 16, [40], 2)' 2
'(1, 11, [32], 1)' 1
'(0, 4, [31], 1)' 1
'(21, 1, [37], 2)' 2
'(22, 25, [26], 1)' 1
'(35, 42, [4], 1)' 1
'(31, 16, [13], 2)' 2
'(3, 27, [31], 1)' 1
'(6, 27, [43], 2)' 2
'(0, 3, [43], 1)' 1
'(3, 12, [23], 1)' 1
'(23, 7, [39], 2)' 2
'(20, 27, [15], 2)' 2
'(8, 14, [22], 1)' 1
'(10, 28, [40], 1)' 1
'(9, 7, [16], 2)' 2
'(15, 39, [5], 1)' 1
'(13, 40, [41], 2)' 2
'(11, 23, [4], 2)' 2
'(21, 11, [42], 2)' 2
'(31, 22, [9], 2)' 2
'(13, 5, [14], 2)' 2
'(13, 32, [3], 2)' 2
'(25, 30, [43], 2)' 2
'(15, 25, [35], 2)' 2
'(15, 6, [22], 2)' 2
'(33, 41, [22], 1)' 1
'(26, 4, [3], 2)' 2
'(3, 16, [35], 1)' 1
'(15, 21, [0], 2)' 2
'(27, 30, [3], 1)' 1
'(10, 17, [20], 1)' 1
'(26, 31, [4], 1)' 1
'(23, 32, [13], 1)' 1
'(13, 22, [32], 2)' 2
'(26, 25, [42], 2)' 1
'(35, 39, [8], 1)' 1
'(18, 36, [16], 2)' 2
'(2, 15, [0], 2)' 2
'(35, 37, [27], 2)' 2
'(28, 31, [13], 1)' 1
'(16, 36, [10], 2)' 2
'(24, 38, [42], 2)' 2
'(21, 7, [26], 2)' 2
'(10, 22, [37], 1)' 1
'(20, 0, [35], 2)' 2
'(17, 28, [2], 1)' 1
'(24, 13, [36], 2)' 2
'(11, 19, [29], 1)' 1
'(0, 9, [30], 1)' 1
'(31, 36, [3], 1)' 1
'(16, 22, [14], 2)' 2
'(24, 30, [38], 2)' 2
'(13, 25, [43], 1)' 1
'(9, 14, [32], 2)' 2
'(43, 20, [11], 2)' 2
'(28, 35, [3], 2)' 2
'(11, 28, [30], 1)' 1
'(10, 40, [5], 2)' 2
'(25, 31, [41], 2)' 2
'(10, 29, [0], 2)' 2
'(39, 41, [27], 2)' 2
'(5, 7, [1], 1)' 1
'(1, 0, [36], 2)' 1
'(22, 15, [27], 2)' 2
'(25, 42, [20], 1)' 1
'(0, 25, [37], 1)' 1
'(32, 9, [34], 2)' 2
'(7, 30, [42], 2)' 2
'(13, 25, [39], 1)' 1
'(24, 34, [9], 2)' 2
'(11, 14, [24], 1)' 1
'(29, 34, [14], 2)' 2
'(17, 30, [8], 2)' 2
'(24, 34, [38], 1)' 1
'(21, 1, [34], 2)' 2
'(12, 40, [1], 1)' 1
'(9, 26, [1], 2)' 2
'(9, 33, [8], 1)' 1
'(24, 6, [33], 2)' 2
'(29, 26, [32], 2)' 2
'(20, 21, [28], 2)' 1
'(18, 20, [8], 2)' 2
'(36, 39, [14], 1)' 1
'(33, 39, [20], 2)' 2
'(28, 38, [25], 2)' 2
'(20, 32, [15], 2)' 2
'(12, 4, [42], 2)' 2
'(5, 1, [14], 2)' 2
'(28, 27, [43], 2)' 1
'(19, 34, [2], 2)' 2
'(37, 28, [27], 2)' 2
'(27, 38, [4], 2)' 2
'(14, 7, [6], 2)' 2
'(5, 23, [35], 2)' 2
'(12, 42, [2], 2)' 2
'(17, 36, [38], 1)' 1
'(16, 19, [21], 1)' 1
'(22, 7, [37], 2)' 2
'(2, 16, [33], 1)' 1
'(17, 28, [11], 2)' 2
'(37, 28, [1], 2)' 2
'(27, 43, [0], 1)' 1
'(15, 29, [10], 1)' 1
'(10, 36, [39], 1)' 1
'(0, 38, [42], 1)' 1
'(38, 28, [7], 2)' 2
'(1, 20, [0], 1)' 1
'(2, 21, [22], 2)' 2
'(1, 5, [21], 2)' 2
'(7, 35, [37], 1)' 1
'(9, 31, [34], 2)' 2
'(24, 28, [17], 2)' 2
'(3, 20, [38], 2)' 2
'(1, 11, [26], 2)' 2
'(10, 0, [29], 2)' 2
'(22, 31, [41], 1)' 1
'(32, 40, [41], 2)' 2
'(1, 9, [14], 1)' 1
'(16, 25, [4], 2)' 2
'(32, 43, [3], 1)' 1
'(4, 9, [34], 2)' 2
'(1, 13, [0], 1)' 1
'(26, 15, [29], 2)' 2
'(24, 39, [40], 1)' 1
'(33, 40, [42], 2)' 2
'(29, 16, [12], 2)' 2
'(7, 22, [40], 1)' 1
'(29, 31, [33], 2)' 2
'(42, 25, [23], 2)' 2
'(30, 37, [16], 2)' 2
'(3, 6, [10], 1)' 1
'(19, 14, [30], 2)' 2
'(28, 32, [3], 1)' 1
'(0, 28, [39], 2)' 2
'(19, 40, [42], 1)' 1
'(41, 37, [26], 2)' 2
'(40, 9, [0], 2)' 2
'(22, 4, [41], 2)' 2
'(17, 27, [37], 1)' 1
'(2, 9, [40], 2)' 2
'(29, 15, [30], 2)' 2
'(7, 12, [41], 2)' 2
'(29, 15, [3], 2)' 2
'(14, 18, [37], 2)' 2
'(14, 15, [20], 2)' 1
'(26, 33, [12], 2)' 2
'(8, 18, [35], 2)' 2
'(23, 6, [5], 2)' 2
'(19, 17, [23], 2)' 2
'(30, 7, [34], 2)' 2
'(22, 21, [12], 2)' 1
'(2, 11, [16], 1)' 1
'(23, 34, [15], 2)' 2
'(12, 28, [31], 2)' 2
'(17, 26, [6], 1)' 1
'(21, 19, [17], 2)' 2
'(8, 4, [12], 2)' 2
'(3, 16, [18], 2)' 2
'(33, 37, [4], 2)' 2
'(13, 17, [9], 1)' 1
'(22, 16, [33], 2)' 2
'(29, 36, [9], 2)' 2
'(10, 5, [31], 2)' 2
'(0, 2, [25], 2)' 2
'(16, 29, [7], 2)' 2
'(10, 17, [41], 2)' 2
'(30, 38, [27], 1)' 1
'(42, 40, [14], 2)' 2
'(8, 14, [21], 1)' 1
'(14, 1, [33], 2)' 2
'(29, 0, [30], 2)' 2
'(20, 38, [7], 1)' 1
'(39, 41, [5], 2)' 2
'(26, 33, [39], 1)' 1
'(42, 17, [10], 2)' 2
'(0, 6, [24], 2)' 2
'(36, 42, [29], 1)' 1
'(39, 16, [15], 2)' 2
'(5, 32, [43], 2)' 2
'(2, 3, [6], 2)' 1
'(30, 34, [38], 1)' 1
'(21, 4, [30], 2)' 2
'(27, 13, [11], 2)' 2
'(8, 24, [5], 2)' 2
'(17, 19, [11], 2)' 2
'(39, 42, [7], 1)' 1
'(12, 28, [37], 1)' 1
'(9, 19, [8], 1)' 1
'(2, 12, [13], 1)' 1
'(37, 42, [24], 2)' 2
'(2, 6, [26], 1)' 1
'(13, 34, [1], 2)' 2
'(12, 22, [27], 2)' 2
'(20, 39, [2], 2)' 2
'(19, 9, [35], 2)' 2
'(11, 15, [8], 2)' 2
'(15, 40, [5], 1)' 1
'(37, 14, [12], 2)' 2
'(4, 28, [31], 1)' 1
'(17, 18, [21], 2)' 1
'(17, 25, [42], 1)' 1
'(11, 32, [33], 2)' 2
'(21, 37, [8], 1)' 1
'(15, 22, [26], 2)' 2
'(20, 40, [6], 2)' 2
'(16, 42, [2], 2)' 2
'(2, 11, [17], 2)' 2
'(37, 42, [43], 2)' 2
'(43, 24, [16], 2)' 2
'(23, 41, [1], 2)' 2
'(24, 31, [8], 2)' 2
'(10, 14, [42], 1)' 1
'(17, 29, [35], 2)' 2
'(6, 28, [38], 2)' 2
'(22, 1, [33], 2)' 2
'(23, 7, [3], 2)' 2
'(31, 11, [5], 2)' 2
'(15, 26, [6], 2)' 2
'(13, 6, [33], 2)' 2
'(36, 9, [5], 2)' 2
'(7, 23, [41], 1)' 1
'(27, 30, [1], 2)' 2
'(29, 26, [16], 2)' 2
'(21, 34, [14], 2)' 2
'(29, 23, [5], 2)' 2
'(15, 24, [34], 2)' 2
'(2, 16, [42], 1)' 1
'(24, 33, [15], 1)' 1
'(28, 41, [27], 2)' 2
'(17, 39, [0], 2)' 2
'(30, 34, [19], 2)' 2
'(1, 10, [16], 2)' 2
'(28, 41, [7], 1)' 1
'(24, 33, [9], 2)' 2
'(18, 43, [6], 1)' 1
'(29, 18, [40], 2)' 2
'(8, 24, [33], 2)' 2
'(28, 18, [1], 2)' 2
'(19, 29, [3], 1)' 1
'(19, 3, [42], 2)' 2
'(40, 39, [5], 2)' 1
'(20, 26, [8], 2)' 2
'(27, 41, [6], 1)' 1
'(24, 34, [11], 2)' 2
'(5, 7, [40], 1)' 1
'(16, 1, [19], 2)' 2
'(4, 32, [37], 2)' 2
'(34, 7, [35], 2)' 2
'(4, 18, [21], 1)' 1
'(30, 27, [16], 2)' 2
'(28, 3, [32], 2)' 2
'(22, 33, [36], 1)' 1
'(40, 33, [17], 2)' 2
'(20, 34, [37], 2)' 2
'(43, 33, [10], 2)' 2
'(39, 0, [42], 2)' 2
'(0, 37, [42], 2)' 2
'(40, 30, [15], 2)' 2
'(12, 27, [28], 2)' 2
'(27, 6, [2], 2)' 2
'(25, 35, [8], 1)' 1
'(20, 34, [38], 1)' 1
'(25, 26, [12], 2)' 1
'(27, 22, [42], 2)' 2
'(42, 1, [35], 3)' 1
'(14, 32, [9], 2)' 2
'(17, 19, [33], 1)' 1
'(33, 32, [23], 2)' 1
'(32, 39, [19], 1)' 1
'(7, 3, [25], 2)' 2
'(17, 28, [31], 2)' 2
'(32, 11, [5], 2)' 2
'(24, 28, [7], 2)' 2
'(27, 43, [2], 2)' 2
'(7, 38, [2], 2)' 2
'(2, 12, [20], 1)' 1
'(39, 23, [12], 2)' 2
'(43, 20, [6], 2)' 2
'(27, 41, [22], 2)' 2
'(16, 20, [5], 2)' 2
'(0, 21, [24], 1)' 1
'(17, 16, [4], 2)' 1
'(5, 11, [0], 2)' 2
'(31, 7, [35], 2)' 2
'(11, 10, [25], 2)' 1
'(31, 43, [10], 2)' 2
'(40, 21, [19], 2)' 2
'(12, 37, [0], 2)' 2
'(11, 0, [30], 2)' 2
'(7, 8, [5], 2)' 1
'(39, 33, [13], 2)' 2
'(23, 25, [37], 2)' 2
'(9, 5, [15], 2)' 2
'(6, 32, [39], 2)' 2
'(38, 37, [11], 2)' 1
'(13, 22, [27], 1)' 1
'(0, 24, [43], 1)' 1
'(37, 39, [41], 1)' 1
'(6, 30, [2], 2)' 2
'(14, 19, [12], 2)' 2
'(30, 27, [12], 2)' 2
'(37, 32, [14], 2)' 2
'(13, 30, [4], 1)' 1
'(15, 17, [14], 2)' 2
'(21, 38, [13], 1)' 1
'(1, 13, [24], 2)' 2
'(28, 29, [20], 2)' 1
'(41, 25, [20], 2)' 2
'(11, 28, [2], 2)' 2
'(16, 15, [18], 2)' 1
'(30, 27, [4], 2)' 2
'(24, 5, [3], 2)' 2
'(24, 32, [18], 1)' 1
'(15, 22, [32], 1)' 1
'(0, 21, [32], 1)' 1
'(33, 39, [23], 2)' 2
'(30, 24, [13], 2)' 2
'(23, 24, [21], 2)' 1
'(4, 19, [43], 1)' 1
'(10, 16, [37], 2)' 2
'(14, 41, [12], 2)' 2
'(39, 17, [41], 2)' 2
'(6, 7, [2], 2)' 1
'(7, 8, [3], 1)' 1
'(19, 29, [41], 2)' 2
'(26, 23, [35], 2)' 2
'(7, 22, [4], 1)' 1
'(0, 18, [41], 1)' 1
'(15, 31, [36], 2)' 2
'(23, 39, [19], 2)' 2
'(23, 21, [36], 2)' 2
'(29, 35, [12], 1)' 1
'(27, 30, [8], 1)' 1
'(9, 18, [28], 1)' 1
'(7, 34, [37], 1)' 1
'(36, 43, [30], 1)' 1
'(1, 9, [22], 1)' 1
'(1, 5, [34], 1)' 1
'(21, 41, [7], 2)' 2
'(35, 40, [17], 1)' 1
'(23, 37, [39], 2)' 2
'(20, 32, [14], 2)' 2
'(29, 43, [13], 1)' 1
'(15, 21, [30], 2)' 2
'(10, 2, [33], 2)' 2
'(26, 30, [22], 2)' 2
'(9, 24, [37], 2)' 2
'(3, 16, [43], 1)' 1
'(30, 40, [19], 1)' 1
'(40, 42, [29], 1)' 1
'(40, 34, [28], 2)' 2
'(21, 18, [13], 2)' 2
'(3, 7, [9], 1)' 1
'(23, 32, [7], 2)' 2
'(15, 21, [36], 1)' 1
'(2, 1, [12], 2)' 1
'(13, 31, [37], 2)' 2
'(22, 38, [6], 1)' 1
'(9, 10, [33], 2)' 1
'(18, 21, [38], 1)' 1
'(35, 34, [20], 2)' 1
'(34, 19, [1], 2)' 2
'(41, 19, [2], 2)' 2
'(16, 22, [4], 1)' 1
'(15, 12, [33], 2)' 2
'(26, 18, [43], 2)' 2
'(43, 32, [24], 2)' 2
'(18, 21, [14], 2)' 2
'(7, 13, [29], 1)' 1
'(23, 33, [8], 1)' 1
'(40, 10, [5], 2)' 2
'(11, 42, [5], 1)' 1
'(10, 20, [6], 1)' 1
'(27, 19, [42], 2)' 2
'(13, 19, [25], 1)' 1
'(41, 25, [42], 2)' 2
'(20, 19, [13], 2)' 1
'(3, 1, [11], 2)' 2
'(17, 13, [39], 2)' 2
'(37, 10, [1], 2)' 2
'(31, 17, [39], 2)' 2
'(17, 28, [9], 2)' 2
'(22, 36, [6], 2)' 2
'(11, 28, [32], 2)' 2
'(19, 20, [4], 1)' 1
'(42, 43, [11], 2)' 1
'(3, 20, [22], 2)' 2
'(16, 14, [27], 2)' 2
'(25, 26, [4], 2)' 1
'(21, 23, [40], 1)' 1
'(0, 14, [42], 1)' 1
'(11, 12, [10], 1)' 1
'(3, 20, [34], 1)' 1
'(8, 21, [32], 2)' 2
'(18, 28, [31], 2)' 2
'(12, 26, [30], 1)' 1
'(34, 36, [15], 2)' 2
'(3, 5, [34], 2)' 2
'(2, 36, [0], 1)' 1
'(13, 8, [17], 2)' 2
'(24, 40, [4], 1)' 1
'(16, 28, [6], 1)' 1
'(9, 28, [29], 2)' 2
'(10, 21, [1], 2)' 2
'(16, 19, [15], 2)' 2
'(21, 32, [40], 2)' 2
'(7, 15, [18], 2)' 2
'(25, 31, [7], 2)' 2
'(10, 24, [34], 2)' 2
'(13, 12, [11], 2)' 1
'(17, 34, [8], 2)' 2
'(30, 36, [43], 1)' 1
'(42, 31, [2], 2)' 2
'(36, 26, [38], 2)' 2
'(27, 30, [11], 1)' 1
'(31, 26, [5], 2)' 2
'(0, 16, [37], 1)' 1
'(7, 31, [6], 1)' 1
'(43, 40, [31], 2)' 2
'(25, 31, [9], 1)' 1
'(43, 22, [10], 2)' 2
'(10, 12, [37], 2)' 2
'(25, 40, [7], 1)' 1
'(25, 14, [7], 2)' 2
'(7, 16, [38], 1)' 1
'(36, 41, [35], 2)' 2
'(9, 39, [43], 1)' 1
'(29, 38, [10], 2)' 2
'(30, 41, [12], 1)' 1
'(9, 19, [26], 2)' 2
'(18, 36, [1], 2)' 2
'(8, 21, [42], 2)' 2
'(21, 15, [9], 2)' 2
'(42, 24, [5], 2)' 2
'(40, 43, [18], 2)' 2
'(7, 30, [3], 2)' 2
'(3, 5, [27], 1)' 1
'(22, 29, [37], 2)' 2
'(22, 12, [23], 2)' 2
'(31, 23, [4], 2)' 2
'(20, 24, [18], 2)' 2
'(17, 30, [1], 2)' 2
'(17, 34, [36], 2)' 2
'(13, 37, [0], 1)' 1
'(30, 42, [13], 1)' 1
'(9, 19, [2], 1)' 1
'(20, 26, [5], 1)' 1
'(36, 2, [1], 2)' 2
'(21, 26, [9], 2)' 2
'(4, 8, [39], 1)' 1
'(38, 40, [10], 1)' 1
'(28, 39, [14], 1)' 1
'(23, 13, [5], 2)' 2
'(15, 21, [3], 1)' 1
'(2, 4, [6], 2)' 2
'(28, 29, [33], 1)' 1
'(35, 30, [39], 2)' 2
'(10, 17, [23], 2)' 2
'(11, 19, [5], 1)' 1
'(13, 10, [18], 2)' 2
'(13, 32, [0], 1)' 1
'(27, 17, [8], 2)' 2
'(11, 38, [4], 1)' 1
'(18, 24, [7], 1)' 1
'(18, 14, [9], 2)' 2
'(6, 25, [37], 1)' 1
'(9, 17, [32], 1)' 1
'(20, 9, [30], 2)' 2
'(4, 13, [38], 1)' 1
'(30, 42, [7], 2)' 2
'(33, 28, [8], 2)' 2
'(29, 26, [15], 2)' 2
'(9, 6, [27], 2)' 2
'(21, 12, [2], 2)' 2
'(42, 43, [22], 1)' 1
'(10, 19, [9], 1)' 1
'(16, 35, [7], 1)' 1
'(12, 24, [28], 1)' 1
'(11, 16, [42], 2)' 2
'(19, 21, [9], 1)' 1
'(28, 7, [3], 2)' 2
'(22, 19, [23], 2)' 2
'(16, 24, [0], 2)' 2
'(12, 31, [36], 2)' 2
'(0, 27, [34], 1)' 1
'(8, 38, [6], 2)' 2
'(11, 0, [29], 2)' 2
'(39, 30, [19], 2)' 2
'(30, 35, [2], 1)' 1
'(10, 15, [27], 2)' 2
'(14, 15, [42], 2)' 1
'(23, 41, [5], 1)' 1
'(25, 31, [22], 2)' 2
'(27, 25, [15], 2)' 2
'(9, 24, [4], 2)' 2
'(17, 40, [16], 1)' 1
'(31, 26, [17], 2)' 2
'(18, 36, [10], 2)' 2
'(32, 31, [29], 2)' 1
'(16, 7, [28], 2)' 2
'(37, 1, [42], 2)' 2
'(13, 35, [3], 1)' 1
'(19, 37, [7], 2)' 2
'(30, 40, [12], 1)' 1
'(3, 39, [43], 1)' 1
'(14, 27, [1], 2)' 2
'(14, 15, [31], 1)' 1
'(40, 43, [5], 2)' 2
'(13, 32, [7], 1)' 1
'(21, 30, [0], 1)' 1
'(20, 29, [0], 2)' 2
'(19, 6, [26], 2)' 2
'(24, 8, [3], 2)' 2
'(31, 33, [11], 2)' 2
'(21, 18, [6], 2)' 2
'(19, 31, [6], 1)' 1
'(43, 24, [12], 2)' 2
'(4, 16, [31], 1)' 1
'(16, 20, [32], 2)' 2
'(43, 27, [19], 2)' 2
'(5, 32, [36], 1)' 1
'(10, 38, [6], 2)' 2
'(22, 6, [30], 2)' 2
'(20, 18, [22], 2)' 2
'(2, 11, [37], 1)' 1
'(26, 9, [42], 2)' 2
'(32, 37, [22], 1)' 1
'(31, 40, [39], 4)' 1
'(12, 3, [43], 2)' 2
'(18, 27, [5], 1)' 1
'(9, 1, [11], 2)' 2
'(12, 9, [0], 2)' 2
'(10, 15, [17], 1)' 1
'(23, 4, [2], 2)' 2
'(20, 32, [13], 2)' 2
'(5, 26, [40], 2)' 2
'(15, 21, [26], 1)' 1
'(0, 6, [24], 1)' 1
'(24, 30, [39], 1)' 1
'(10, 39, [3], 1)' 1
'(38, 9, [42], 2)' 2
'(25, 33, [39], 1)' 1
'(16, 33, [40], 1)' 1
'(8, 14, [27], 1)' 1
'(25, 1, [43], 2)' 2
'(17, 7, [2], 2)' 2
'(2, 4, [40], 2)' 2
'(14, 38, [0], 1)' 1
'(34, 8, [2], 2)' 2
'(6, 1, [37], 2)' 2
'(19, 6, [43], 2)' 2
'(7, 16, [17], 1)' 1
'(13, 43, [8], 1)' 1
'(25, 40, [19], 2)' 2
'(6, 5, [16], 2)' 1
'(13, 25, [28], 1)' 1
'(9, 36, [37], 1)' 1
'(33, 17, [3], 2)' 2
'(15, 3, [2], 2)' 2
'(0, 8, [27], 1)' 1
'(33, 40, [30], 1)' 1
'(27, 22, [17], 2)' 2
'(24, 12, [36], 2)' 2
'(22, 19, [13], 2)' 2
'(20, 17, [4], 2)' 2
'(32, 28, [42], 2)' 2
'(14, 17, [9], 2)' 2
'(22, 4, [25], 2)' 2
'(13, 31, [38], 2)' 2
'(23, 25, [39], 2)' 2
'(41, 32, [22], 2)' 2
'(3, 9, [29], 2)' 2
'(6, 7, [24], 1)' 1
'(17, 13, [38], 2)' 2
'(19, 41, [7], 1)' 1
'(1, 23, [33], 1)' 1
'(40, 7, [41], 2)' 2
'(26, 10, [4], 2)' 2
'(25, 14, [27], 2)' 2
'(34, 31, [30], 2)' 2
'(17, 25, [9], 1)' 1
'(5, 8, [22], 2)' 2
'(12, 15, [26], 1)' 1
'(27, 35, [18], 2)' 2
'(1, 25, [27], 1)' 1
'(13, 23, [43], 1)' 1
'(9, 19, [25], 2)' 2
'(21, 23, [3], 2)' 2
'(25, 30, [41], 2)' 2
'(10, 21, [24], 2)' 2
'(21, 8, [38], 2)' 2
'(8, 11, [41], 2)' 2
'(25, 34, [24], 1)' 1
'(22, 32, [33], 2)' 2
'(30, 18, [7], 2)' 2
'(2, 9, [36], 1)' 1
'(16, 7, [40], 2)' 2
'(29, 36, [43], 1)' 1
'(5, 29, [41], 1)' 1
'(20, 28, [40], 1)' 1
'(16, 22, [15], 1)' 1
'(16, 3, [29], 2)' 2
'(27, 11, [31], 2)' 2
'(36, 6, [40], 2)' 2
'(19, 23, [35], 2)' 2
'(3, 17, [21], 1)' 1
'(28, 9, [31], 2)' 2
'(17, 32, [37], 2)' 2
'(33, 24, [15], 2)' 2
'(36, 37, [21], 1)' 1
'(4, 5, [22], 1)' 1
'(10, 23, [35], 1)' 1
'(6, 20, [32], 2)' 2
'(33, 35, [30], 2)' 2
'(14, 18, [8], 1)' 1
'(9, 38, [8], 2)' 2
'(33, 20, [43], 2)' 2
'(41, 29, [22], 2)' 2
'(11, 40, [7], 1)' 1
'(17, 21, [28], 2)' 2
'(22, 43, [13], 1)' 1
'(8, 24, [26], 1)' 1
'(4, 19, [23], 2)' 2
'(38, 21, [18], 2)' 2
'(22, 28, [37], 2)' 2
'(40, 41, [14], 1)' 1
'(33, 35, [12], 2)' 2
'(40, 15, [11], 2)' 2
'(7, 24, [6], 2)' 2
'(9, 17, [4], 2)' 2
'(5, 6, [11], 1)' 1
'(37, 26, [12], 2)' 2
'(2, 10, [15], 2)' 2
'(39, 35, [15], 2)' 2
'(30, 33, [9], 1)' 1
'(10, 13, [20], 1)' 1
'(25, 38, [2], 1)' 1
'(26, 29, [33], 1)' 1
'(7, 25, [42], 2)' 2
'(1, 16, [30], 1)' 1
'(11, 2, [35], 2)' 2
'(33, 11, [2], 2)' 2
'(42, 23, [5], 2)' 2
'(15, 18, [2], 1)' 1
'(1, 4, [14], 2)' 2
'(1, 15, [16], 2)' 2
'(11, 37, [41], 2)' 2
'(12, 30, [39], 2)' 2
'(19, 37, [0], 1)' 1
'(6, 31, [41], 1)' 1
'(7, 26, [35], 1)' 1
'(17, 13, [37], 2)' 2
'(39, 42, [25], 2)' 2
'(8, 21, [38], 1)' 1
'(35, 23, [7], 2)' 2
'(3, 17, [20], 2)' 2
'(32, 41, [7], 2)' 2
'(22, 24, [42], 1)' 1
'(33, 28, [37], 2)' 2
'(24, 41, [4], 1)' 1
'(14, 26, [28], 1)' 1
'(33, 41, [30], 1)' 1
'(35, 13, [40], 2)' 2
'(15, 3, [22], 2)' 2
'(21, 32, [2], 2)' 2
'(24, 36, [39], 1)' 1
'(21, 23, [3], 1)' 1
'(2, 0, [26], 2)' 2
'(13, 15, [11], 1)' 1
'(19, 21, [26], 1)' 1
'(34, 35, [26], 2)' 1
'(36, 35, [43], 2)' 1
'(24, 18, [5], 2)' 2
'(9, 38, [5], 2)' 2
'(25, 21, [6], 2)' 2
'(35, 12, [6], 2)' 2
'(13, 26, [9], 2)' 2
'(5, 12, [25], 2)' 2
'(7, 9, [0], 2)' 2
'(18, 32, [12], 1)' 1
'(24, 36, [42], 2)' 2
'(37, 43, [3], 1)' 1
'(10, 8, [24], 2)' 2
'(3, 36, [42], 2)' 2
'(9, 22, [27], 1)' 1
'(36, 14, [41], 2)' 2
'(27, 30, [10], 1)' 1
'(3, 9, [42], 2)' 2
'(0, 21, [43], 2)' 2
'(29, 17, [40], 2)' 2
'(34, 38, [10], 1)' 1
'(22, 34, [18], 1)' 1
'(33, 14, [6], 2)' 2
'(21, 35, [19], 1)' 1
'(40, 12, [0], 2)' 2
'(7, 25, [30], 1)' 1
'(0, 13, [40], 2)' 2
'(36, 42, [1], 2)' 2
'(7, 28, [32], 1)' 1
'(9, 23, [8], 2)' 2
'(41, 36, [17], 2)' 2
'(7, 18, [34], 1)' 1
'(17, 38, [3], 2)' 2
'(17, 25, [13], 1)' 1
'(40, 20, [4], 2)' 2
'(14, 39, [3], 2)' 2
'(27, 38, [42], 1)' 1
'(30, 24, [12], 2)' 2
'(11, 34, [41], 2)' 2
'(0, 3, [35], 2)' 2
'(14, 16, [10], 1)' 1
'(23, 6, [27], 2)' 2
'(27, 40, [12], 2)' 2
'(26, 29, [14], 1)' 1
'(12, 13, [14], 1)' 1
'(36, 40, [25], 2)' 2
'(16, 15, None, 0)' 1
'(16, 39, [5], 2)' 2
'(33, 43, [11], 2)' 2
'(5, 26, [42], 2)' 2
'(20, 42, [7], 2)' 2
'(17, 16, [8], 2)' 1
'(30, 32, [26], 2)' 2
'(29, 35, [21], 1)' 1
'(3, 33, [43], 1)' 1
'(22, 29, [21], 2)' 2
'(40, 39, [13], 2)' 1
'(10, 42, [3], 1)' 1
'(8, 32, [39], 2)' 2
'(5, 8, [19], 1)' 1
'(4, 38, [3], 2)' 2
'(5, 15, [42], 2)' 2
'(34, 38, [1], 1)' 1
'(24, 12, [38], 2)' 2
'(26, 36, [1], 2)' 2
'(26, 34, [2], 1)' 1
'(28, 40, [19], 1)' 1
'(24, 29, [15], 1)' 1
'(30, 35, [0], 2)' 2
'(12, 42, [6], 1)' 1
'(28, 25, [6], 2)' 2
'(7, 3, [23], 2)' 2
'(35, 37, [12], 1)' 1
'(25, 35, [38], 1)' 1
'(4, 7, [35], 2)' 2
'(1, 8, [22], 2)' 2
'(37, 38, [5], 1)' 1
'(5, 17, [29], 2)' 2
'(28, 31, [41], 1)' 1
'(24, 27, [35], 2)' 2
'(32, 34, [17], 2)' 2
'(12, 35, [8], 1)' 1
'(32, 41, [31], 1)' 1
'(26, 34, [18], 2)' 2
'(35, 41, [9], 1)' 1
'(11, 4, [26], 2)' 2
'(15, 33, [4], 1)' 1
'(12, 27, [0], 2)' 2
'(26, 36, [10], 1)' 1
'(3, 28, [29], 1)' 1
'(34, 10, [38], 2)' 2
'(35, 23, [6], 2)' 2
'(10, 41, [4], 2)' 2
'(1, 32, [0], 2)' 2
'(33, 42, [2], 1)' 1
'(22, 15, [30], 2)' 2
'(9, 23, [29], 2)' 2
'(1, 15, [39], 2)' 2
'(17, 2, [41], 2)' 2
'(33, 40, [7], 2)' 2
'(14, 11, [39], 2)' 2
'(40, 33, [13], 2)' 2
'(8, 12, [4], 2)' 2
'(31, 41, [9], 1)' 1
'(21, 24, [10], 1)' 1
'(12, 38, [8], 1)' 1
'(36, 19, [5], 2)' 2
'(29, 20, [0], 2)' 2
'(4, 8, [11], 1)' 1
'(24, 29, [11], 1)' 1
