12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Initialize AveragePerceptronLearner ... 
12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Loading section 02 
12/12/2014 12:05:36 AM DEBUG: Loading section 03 
12/12/2014 12:05:46 AM DEBUG: Loading section 04 
12/12/2014 12:06:01 AM DEBUG: Loading section 05 
12/12/2014 12:06:14 AM DEBUG: Loading section 06 
12/12/2014 12:06:26 AM DEBUG: Loading section 07 
12/12/2014 12:06:40 AM DEBUG: Loading section 08 
12/12/2014 12:06:42 AM DEBUG: Loading section 09 
12/12/2014 12:06:58 AM DEBUG: Loading section 10 
12/12/2014 12:07:07 AM DEBUG: Loading section 11 
12/12/2014 12:07:24 AM DEBUG: Loading section 12 
12/12/2014 12:07:34 AM DEBUG: Loading section 13 
12/12/2014 12:07:54 AM DEBUG: Loading section 14 
12/12/2014 12:08:04 AM DEBUG: Loading section 15 
12/12/2014 12:08:24 AM DEBUG: Loading section 16 
12/12/2014 12:08:38 AM DEBUG: Loading section 17 
12/12/2014 12:08:47 AM DEBUG: Loading section 18 
12/12/2014 12:09:10 AM DEBUG: Loading section 19 
12/12/2014 12:09:19 AM DEBUG: Loading section 20 
12/12/2014 12:09:29 AM DEBUG: Loading section 21 
12/13/2014 05:33:17 PM INFO: Feature count: 10451538
12/13/2014 05:33:17 PM DEBUG: Data finishing 0.00% ...
12/13/2014 05:36:21 PM DEBUG: Data finishing 14.37% ...
12/13/2014 05:38:53 PM DEBUG: Data finishing 28.74% ...
12/13/2014 05:41:35 PM DEBUG: Data finishing 43.10% ...
12/13/2014 05:43:58 PM DEBUG: Data finishing 57.47% ...
12/13/2014 05:46:33 PM DEBUG: Data finishing 71.84% ...
12/13/2014 05:48:54 PM DEBUG: Data finishing 86.21% ...
12/13/2014 05:51:37 PM INFO: Unlabeled accuracy: 0.941701485747 (157315, 167054)
12/13/2014 05:51:37 PM INFO: Unlabeled attachment accuracy: 0.944033238705 (164275, 174014)
===============================================
Iter 13 :
12/13/2014 05:51:43 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_12.db 
12/13/2014 05:51:58 PM DEBUG: Loading data...
12/13/2014 05:51:58 PM DEBUG: Loading data...
12/13/2014 05:51:58 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 05:51:58 PM DEBUG: Loading data...
12/13/2014 05:51:58 PM DEBUG: Loading section 00 
12/13/2014 05:52:12 PM DEBUG: Loading section 01 
12/13/2014 05:52:27 PM DEBUG: Loading section 22 
12/13/2014 05:52:41 PM DEBUG: Loading section 24 
12/13/2014 05:52:51 PM DEBUG: Start evaluating ...
12/13/2014 05:52:51 PM INFO: Feature count: 10465201
12/13/2014 05:52:51 PM DEBUG: Data finishing 0.00% ...
12/13/2014 05:55:48 PM DEBUG: Data finishing 14.37% ...
12/13/2014 05:58:14 PM DEBUG: Data finishing 28.74% ...
12/13/2014 06:00:48 PM DEBUG: Data finishing 43.10% ...
12/13/2014 06:03:05 PM DEBUG: Data finishing 57.47% ...
12/13/2014 06:05:34 PM DEBUG: Data finishing 71.84% ...
12/13/2014 06:07:49 PM DEBUG: Data finishing 86.21% ...
12/13/2014 06:10:25 PM INFO: Unlabeled accuracy: 0.941623666599 (157302, 167054)
12/13/2014 06:10:25 PM INFO: Unlabeled attachment accuracy: 0.943958532072 (164262, 174014)
===============================================
Iter 14 :
12/13/2014 06:10:30 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_13.db 
12/13/2014 06:10:46 PM DEBUG: Loading data...
12/13/2014 06:10:46 PM DEBUG: Loading data...
12/13/2014 06:10:46 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 06:10:46 PM DEBUG: Loading data...
12/13/2014 06:10:46 PM DEBUG: Loading section 00 
12/13/2014 06:11:00 PM DEBUG: Loading section 01 
12/13/2014 06:11:16 PM DEBUG: Loading section 22 
12/13/2014 06:11:29 PM DEBUG: Loading section 24 
12/13/2014 06:11:39 PM DEBUG: Start evaluating ...
12/13/2014 06:11:39 PM INFO: Feature count: 10476563
12/13/2014 06:11:39 PM DEBUG: Data finishing 0.00% ...
12/13/2014 06:14:37 PM DEBUG: Data finishing 14.37% ...
12/13/2014 06:17:03 PM DEBUG: Data finishing 28.74% ...
12/13/2014 06:19:37 PM DEBUG: Data finishing 43.10% ...
12/13/2014 06:21:55 PM DEBUG: Data finishing 57.47% ...
12/13/2014 06:24:23 PM DEBUG: Data finishing 71.84% ...
12/13/2014 06:26:39 PM DEBUG: Data finishing 86.21% ...
12/13/2014 06:29:15 PM INFO: Unlabeled accuracy: 0.941731416189 (157320, 167054)
12/13/2014 06:29:15 PM INFO: Unlabeled attachment accuracy: 0.944061972025 (164280, 174014)
===============================================
Iter 15 :
12/13/2014 06:29:19 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_14.db 
12/13/2014 06:29:35 PM DEBUG: Loading data...
12/13/2014 06:29:35 PM DEBUG: Loading data...
12/13/2014 06:29:35 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 06:29:35 PM DEBUG: Loading data...
12/13/2014 06:29:35 PM DEBUG: Loading section 00 
12/13/2014 06:29:49 PM DEBUG: Loading section 01 
12/13/2014 06:30:05 PM DEBUG: Loading section 22 
12/13/2014 06:30:19 PM DEBUG: Loading section 24 
12/13/2014 06:30:29 PM DEBUG: Start evaluating ...
12/13/2014 06:30:29 PM INFO: Feature count: 10487148
12/13/2014 06:30:29 PM DEBUG: Data finishing 0.00% ...
12/13/2014 06:33:26 PM DEBUG: Data finishing 14.37% ...
12/13/2014 06:35:51 PM DEBUG: Data finishing 28.74% ...
12/13/2014 06:38:26 PM DEBUG: Data finishing 43.10% ...
12/13/2014 06:40:43 PM DEBUG: Data finishing 57.47% ...
12/13/2014 06:43:11 PM DEBUG: Data finishing 71.84% ...
12/13/2014 06:45:27 PM DEBUG: Data finishing 86.21% ...
12/13/2014 06:48:03 PM INFO: Unlabeled accuracy: 0.941743388365 (157322, 167054)
12/13/2014 06:48:03 PM INFO: Unlabeled attachment accuracy: 0.944073465353 (164282, 174014)
===============================================
Iter 16 :
12/13/2014 06:48:08 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_15.db 
12/13/2014 06:48:24 PM DEBUG: Loading data...
12/13/2014 06:48:24 PM DEBUG: Loading data...
12/13/2014 06:48:24 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 06:48:24 PM DEBUG: Loading data...
12/13/2014 06:48:24 PM DEBUG: Loading section 00 
12/13/2014 06:48:38 PM DEBUG: Loading section 01 
12/13/2014 06:48:53 PM DEBUG: Loading section 22 
12/13/2014 06:49:07 PM DEBUG: Loading section 24 
12/13/2014 06:49:17 PM DEBUG: Start evaluating ...
12/13/2014 06:49:17 PM INFO: Feature count: 10496335
12/13/2014 06:49:17 PM DEBUG: Data finishing 0.00% ...
12/13/2014 06:52:16 PM DEBUG: Data finishing 14.37% ...
12/13/2014 06:54:42 PM DEBUG: Data finishing 28.74% ...
12/13/2014 06:57:17 PM DEBUG: Data finishing 43.10% ...
12/13/2014 06:59:35 PM DEBUG: Data finishing 57.47% ...
12/13/2014 07:02:04 PM DEBUG: Data finishing 71.84% ...
12/13/2014 07:04:21 PM DEBUG: Data finishing 86.21% ...
12/13/2014 07:06:57 PM INFO: Unlabeled accuracy: 0.941611694422 (157300, 167054)
12/13/2014 07:06:57 PM INFO: Unlabeled attachment accuracy: 0.943947038744 (164260, 174014)
===============================================
Iter 17 :
12/13/2014 07:07:02 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_16.db 
12/13/2014 07:07:17 PM DEBUG: Loading data...
12/13/2014 07:07:17 PM DEBUG: Loading data...
12/13/2014 07:07:17 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 07:07:17 PM DEBUG: Loading data...
12/13/2014 07:07:17 PM DEBUG: Loading section 00 
12/13/2014 07:07:31 PM DEBUG: Loading section 01 
12/13/2014 07:07:47 PM DEBUG: Loading section 22 
12/13/2014 07:08:00 PM DEBUG: Loading section 24 
12/13/2014 07:08:10 PM DEBUG: Start evaluating ...
12/13/2014 07:08:10 PM INFO: Feature count: 10505453
12/13/2014 07:08:10 PM DEBUG: Data finishing 0.00% ...
12/13/2014 07:11:03 PM DEBUG: Data finishing 14.37% ...
12/13/2014 07:13:25 PM DEBUG: Data finishing 28.74% ...
12/13/2014 07:15:56 PM DEBUG: Data finishing 43.10% ...
12/13/2014 07:18:10 PM DEBUG: Data finishing 57.47% ...
12/13/2014 07:20:36 PM DEBUG: Data finishing 71.84% ...
12/13/2014 07:22:48 PM DEBUG: Data finishing 86.21% ...
12/13/2014 07:25:20 PM INFO: Unlabeled accuracy: 0.941354292624 (157257, 167054)
12/13/2014 07:25:20 PM INFO: Unlabeled attachment accuracy: 0.943699932189 (164217, 174014)
===============================================
Iter 18 :
12/13/2014 07:25:25 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_17.db 
12/13/2014 07:25:41 PM DEBUG: Loading data...
12/13/2014 07:25:41 PM DEBUG: Loading data...
12/13/2014 07:25:41 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 07:25:41 PM DEBUG: Loading data...
12/13/2014 07:25:41 PM DEBUG: Loading section 00 
12/13/2014 07:25:55 PM DEBUG: Loading section 01 
12/13/2014 07:26:11 PM DEBUG: Loading section 22 
12/13/2014 07:26:25 PM DEBUG: Loading section 24 
12/13/2014 07:26:35 PM DEBUG: Start evaluating ...
12/13/2014 07:26:35 PM INFO: Feature count: 10513245
12/13/2014 07:26:35 PM DEBUG: Data finishing 0.00% ...
12/13/2014 07:29:31 PM DEBUG: Data finishing 14.37% ...
12/13/2014 07:31:56 PM DEBUG: Data finishing 28.74% ...
12/13/2014 07:34:30 PM DEBUG: Data finishing 43.10% ...
12/13/2014 07:36:47 PM DEBUG: Data finishing 57.47% ...
12/13/2014 07:39:14 PM DEBUG: Data finishing 71.84% ...
12/13/2014 07:41:29 PM DEBUG: Data finishing 86.21% ...
12/13/2014 07:44:05 PM INFO: Unlabeled accuracy: 0.941102876914 (157215, 167054)
12/13/2014 07:44:05 PM INFO: Unlabeled attachment accuracy: 0.943458572299 (164175, 174014)
===============================================
Iter 19 :
12/13/2014 07:44:10 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_18.db 
12/13/2014 07:44:26 PM DEBUG: Loading data...
12/13/2014 07:44:26 PM DEBUG: Loading data...
12/13/2014 07:44:26 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 07:44:26 PM DEBUG: Loading data...
12/13/2014 07:44:26 PM DEBUG: Loading section 00 
12/13/2014 07:44:40 PM DEBUG: Loading section 01 
12/13/2014 07:44:56 PM DEBUG: Loading section 22 
12/13/2014 07:45:10 PM DEBUG: Loading section 24 
12/13/2014 07:45:20 PM DEBUG: Start evaluating ...
12/13/2014 07:45:20 PM INFO: Feature count: 10520667
12/13/2014 07:45:20 PM DEBUG: Data finishing 0.00% ...
12/13/2014 07:48:18 PM DEBUG: Data finishing 14.37% ...
12/13/2014 07:50:44 PM DEBUG: Data finishing 28.74% ...
12/13/2014 07:53:19 PM DEBUG: Data finishing 43.10% ...
12/13/2014 07:55:37 PM DEBUG: Data finishing 57.47% ...
12/13/2014 07:58:07 PM DEBUG: Data finishing 71.84% ...
12/13/2014 08:00:23 PM DEBUG: Data finishing 86.21% ...
12/13/2014 08:03:00 PM INFO: Unlabeled accuracy: 0.940989141236 (157196, 167054)
12/13/2014 08:03:00 PM INFO: Unlabeled attachment accuracy: 0.943349385682 (164156, 174014)
===============================================
Iter 20 :
12/13/2014 08:03:04 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_19.db 
12/13/2014 08:03:20 PM DEBUG: Loading data...
12/13/2014 08:03:20 PM DEBUG: Loading data...
12/13/2014 08:03:20 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 08:03:20 PM DEBUG: Loading data...
12/13/2014 08:03:20 PM DEBUG: Loading section 00 
12/13/2014 08:03:35 PM DEBUG: Loading section 01 
12/13/2014 08:03:50 PM DEBUG: Loading section 22 
12/13/2014 08:04:04 PM DEBUG: Loading section 24 
12/13/2014 08:04:14 PM DEBUG: Start evaluating ...
12/13/2014 08:04:14 PM INFO: Feature count: 10527897
12/13/2014 08:04:14 PM DEBUG: Data finishing 0.00% ...
12/13/2014 08:07:09 PM DEBUG: Data finishing 14.37% ...
12/13/2014 08:09:32 PM DEBUG: Data finishing 28.74% ...
12/13/2014 08:12:05 PM DEBUG: Data finishing 43.10% ...
12/13/2014 08:14:21 PM DEBUG: Data finishing 57.47% ...
12/13/2014 08:16:48 PM DEBUG: Data finishing 71.84% ...
12/13/2014 08:19:02 PM DEBUG: Data finishing 86.21% ...
12/13/2014 08:21:36 PM INFO: Unlabeled accuracy: 0.940995127324 (157197, 167054)
12/13/2014 08:21:36 PM INFO: Unlabeled attachment accuracy: 0.943355132346 (164157, 174014)
